,image_path,class_id
1447,.\train\00023\00535_00000.png,23
1448,.\train\00023\00535_00001.png,23
1449,.\train\00023\00535_00002.png,23
1450,.\train\00023\00630_00000.png,23
1451,.\train\00023\00630_00001.png,23
1452,.\train\00023\00630_00002.png,23
1453,.\train\00023\00785_00000.png,23
1454,.\train\00023\00785_00001.png,23
1455,.\train\00023\00785_00002.png,23
1456,.\train\00023\00908_00000.png,23
1457,.\train\00023\00908_00001.png,23
1458,.\train\00023\00908_00002.png,23
1459,.\train\00024\00300_00000.png,24
1460,.\train\00024\00300_00001.png,24
1461,.\train\00024\00300_00002.png,24
1462,.\train\00024\00346_00000.png,24
1463,.\train\00024\00346_00001.png,24
1464,.\train\00024\00346_00002.png,24
1465,.\train\00024\00355_00000.png,24
1466,.\train\00024\00355_00001.png,24
1467,.\train\00024\00355_00002.png,24
1468,.\train\00024\00356_00000.png,24
1469,.\train\00024\00356_00001.png,24
1470,.\train\00024\00356_00002.png,24
1471,.\train\00024\00587_00000.png,24
1472,.\train\00024\00587_00001.png,24
1473,.\train\00024\00587_00002.png,24
1474,.\train\00024\01161_00000.png,24
1475,.\train\00024\01161_00001.png,24
1476,.\train\00024\01161_00002.png,24
1477,.\train\00024\01163_00000.png,24
1478,.\train\00024\01163_00001.png,24
1479,.\train\00024\01163_00002.png,24
1480,.\train\00024\01257_00000.png,24
1481,.\train\00024\01257_00001.png,24
1482,.\train\00024\01257_00002.png,24
1483,.\train\00024\01280_00000.png,24
1484,.\train\00024\01280_00001.png,24
1485,.\train\00024\01280_00002.png,24
1486,.\train\00024\01490_00000.png,24
1487,.\train\00024\01490_00001.png,24
1488,.\train\00024\01490_00002.png,24
1489,.\train\00024\01544_00000.png,24
1490,.\train\00024\01544_00001.png,24
1491,.\train\00024\01544_00002.png,24
1492,.\train\00024\01845_00000.png,24
1493,.\train\00024\01845_00001.png,24
1494,.\train\00024\01845_00002.png,24
1495,.\train\00024\01870_00000.png,24
1496,.\train\00024\01870_00001.png,24
1497,.\train\00024\01870_00002.png,24
1498,.\train\00024\01918_00000.png,24
1499,.\train\00024\01918_00001.png,24
1500,.\train\00024\01918_00002.png,24
1501,.\train\00024\01927_00000.png,24
1502,.\train\00024\01927_00001.png,24
1503,.\train\00024\01927_00002.png,24
1504,.\train\00024\01952_00000.png,24
1505,.\train\00024\01952_00001.png,24
1506,.\train\00024\01952_00002.png,24
1507,.\train\00025\00469_00000.png,25
1508,.\train\00025\00469_00001.png,25
1509,.\train\00025\00469_00002.png,25
1510,.\train\00025\00673_00000.png,25
1511,.\train\00025\00673_00001.png,25
1512,.\train\00025\00673_00002.png,25
1513,.\train\00025\00696_00000.png,25
1514,.\train\00025\00696_00001.png,25
1515,.\train\00025\00696_00002.png,25
1516,.\train\00025\00699_00000.png,25
1517,.\train\00025\00699_00001.png,25
1518,.\train\00025\00699_00002.png,25
1519,.\train\00025\00701_00000.png,25
1520,.\train\00025\00701_00001.png,25
1521,.\train\00025\00701_00002.png,25
1522,.\train\00025\01151_00000.png,25
1523,.\train\00025\01151_00001.png,25
1524,.\train\00025\01151_00002.png,25
1525,.\train\00025\01166_00000.png,25
1526,.\train\00025\01166_00001.png,25
1527,.\train\00025\01166_00002.png,25
1528,.\train\00025\01174_00000.png,25
1529,.\train\00025\01174_00001.png,25
1530,.\train\00025\01174_00002.png,25
1531,.\train\00025\01175_00000.png,25
1532,.\train\00025\01175_00001.png,25
1533,.\train\00025\01175_00002.png,25
1534,.\train\00025\01176_00000.png,25
1535,.\train\00025\01176_00001.png,25
1536,.\train\00025\01176_00002.png,25
1537,.\train\00025\01181_00000.png,25
1538,.\train\00025\01181_00001.png,25
1539,.\train\00025\01181_00002.png,25
1540,.\train\00025\01183_00000.png,25
1541,.\train\00025\01183_00001.png,25
1542,.\train\00025\01183_00002.png,25
1543,.\train\00025\01184_00000.png,25
1544,.\train\00025\01184_00001.png,25
1545,.\train\00025\01184_00002.png,25
1546,.\train\00025\01367_00000.png,25
1547,.\train\00025\01367_00001.png,25
1548,.\train\00025\01367_00002.png,25
1549,.\train\00026\00173_00000.png,26
1550,.\train\00026\00173_00001.png,26
1551,.\train\00026\00173_00002.png,26
1552,.\train\00026\00246_00000.png,26
1553,.\train\00026\00246_00001.png,26
1554,.\train\00026\00246_00002.png,26
1555,.\train\00027\00267_00000.png,27
1556,.\train\00027\00267_00001.png,27
1557,.\train\00027\00267_00002.png,27
1558,.\train\00027\01490_00000.png,27
1559,.\train\00027\01490_00001.png,27
1560,.\train\00027\01490_00002.png,27
1561,.\train\00027\01544_00000.png,27
1562,.\train\00027\01544_00001.png,27
1563,.\train\00027\01544_00002.png,27
1564,.\train\00027\01594_00000.png,27
1565,.\train\00027\01594_00001.png,27
1566,.\train\00027\01594_00002.png,27
1567,.\train\00027\01597_00000.png,27
1568,.\train\00027\01597_00001.png,27
1569,.\train\00027\01597_00002.png,27
1570,.\train\00027\01667_00000.png,27
1571,.\train\00027\01667_00001.png,27
1572,.\train\00027\01667_00002.png,27
1573,.\train\00028\00019_00000.png,28
1574,.\train\00028\00019_00001.png,28
1575,.\train\00028\00019_00002.png,28
1576,.\train\00028\00040_00000.png,28
1577,.\train\00028\00040_00001.png,28
1578,.\train\00028\00040_00002.png,28
1579,.\train\00028\00094_00000.png,28
1580,.\train\00028\00094_00001.png,28
1581,.\train\00028\00094_00002.png,28
1582,.\train\00028\00155_00000.png,28
1583,.\train\00028\00155_00001.png,28
1584,.\train\00028\00155_00002.png,28
1585,.\train\00028\00158_00000.png,28
1586,.\train\00028\00158_00001.png,28
1587,.\train\00028\00158_00002.png,28
1588,.\train\00028\00200_00000.png,28
1589,.\train\00028\00200_00001.png,28
1590,.\train\00028\00200_00002.png,28
1591,.\train\00028\00292_00000.png,28
1592,.\train\00028\00292_00001.png,28
1593,.\train\00028\00292_00002.png,28
1594,.\train\00028\00333_00000.png,28
1595,.\train\00028\00333_00001.png,28
1596,.\train\00028\00333_00002.png,28
1597,.\train\00028\00407_00000.png,28
1598,.\train\00028\00407_00001.png,28
1599,.\train\00028\00407_00002.png,28
1600,.\train\00028\00517_00000.png,28
1601,.\train\00028\00517_00001.png,28
1602,.\train\00028\00517_00002.png,28
1603,.\train\00028\00589_00000.png,28
1604,.\train\00028\00589_00001.png,28
1605,.\train\00028\00589_00002.png,28
1606,.\train\00028\00641_00000.png,28
1607,.\train\00028\00641_00001.png,28
1608,.\train\00028\00641_00002.png,28
1609,.\train\00028\00642_00000.png,28
1610,.\train\00028\00642_00001.png,28
1611,.\train\00028\00642_00002.png,28
1612,.\train\00028\00662_00000.png,28
1613,.\train\00028\00662_00001.png,28
1614,.\train\00028\00662_00002.png,28
1615,.\train\00028\00663_00000.png,28
1616,.\train\00028\00663_00001.png,28
1617,.\train\00028\00663_00002.png,28
1618,.\train\00028\00726_00000.png,28
1619,.\train\00028\00726_00001.png,28
1620,.\train\00028\00726_00002.png,28
1621,.\train\00028\00777_00000.png,28
1622,.\train\00028\00777_00001.png,28
1623,.\train\00028\00777_00002.png,28
1624,.\train\00028\00779_00000.png,28
1625,.\train\00028\00779_00001.png,28
1626,.\train\00028\00779_00002.png,28
1627,.\train\00028\00898_00000.png,28
1628,.\train\00028\00898_00001.png,28
1629,.\train\00028\00898_00002.png,28
1630,.\train\00028\01031_00000.png,28
1631,.\train\00028\01031_00001.png,28
1632,.\train\00028\01031_00002.png,28
1633,.\train\00028\01035_00000.png,28
1634,.\train\00028\01035_00001.png,28
1635,.\train\00028\01035_00002.png,28
1636,.\train\00028\01188_00000.png,28
1637,.\train\00028\01188_00001.png,28
1638,.\train\00028\01188_00002.png,28
1639,.\train\00028\01197_00000.png,28
1640,.\train\00028\01197_00001.png,28
1641,.\train\00028\01197_00002.png,28
1642,.\train\00028\01308_00000.png,28
1643,.\train\00028\01308_00001.png,28
1644,.\train\00028\01308_00002.png,28
1645,.\train\00028\01357_00000.png,28
1646,.\train\00028\01357_00001.png,28
1647,.\train\00028\01357_00002.png,28
1648,.\train\00028\01358_00000.png,28
1649,.\train\00028\01358_00001.png,28
1650,.\train\00028\01358_00002.png,28
1651,.\train\00028\01366_00000.png,28
1652,.\train\00028\01366_00001.png,28
1653,.\train\00028\01366_00002.png,28
1654,.\train\00028\01372_00000.png,28
1655,.\train\00028\01372_00001.png,28
1656,.\train\00028\01372_00002.png,28
1657,.\train\00028\01375_00000.png,28
1658,.\train\00028\01375_00001.png,28
1659,.\train\00028\01399_00000.png,28
1660,.\train\00028\01399_00001.png,28
1661,.\train\00028\01399_00002.png,28
1662,.\train\00028\01456_00000.png,28
1663,.\train\00028\01456_00001.png,28
1664,.\train\00028\01456_00002.png,28
1665,.\train\00028\01670_00000.png,28
1666,.\train\00028\01670_00001.png,28
1667,.\train\00028\01670_00002.png,28
1668,.\train\00028\01675_00000.png,28
1669,.\train\00028\01675_00001.png,28
1670,.\train\00028\01675_00002.png,28
1671,.\train\00028\01678_00000.png,28
1672,.\train\00028\01678_00001.png,28
1673,.\train\00028\01678_00002.png,28
1674,.\train\00028\01690_00000.png,28
1675,.\train\00028\01690_00001.png,28
1676,.\train\00028\01690_00002.png,28
1677,.\train\00028\01708_00000.png,28
1678,.\train\00028\01708_00001.png,28
1679,.\train\00028\01708_00002.png,28
1680,.\train\00028\01726_00000.png,28
1681,.\train\00028\01726_00001.png,28
1682,.\train\00028\01726_00002.png,28
1683,.\train\00028\01806_00000.png,28
1684,.\train\00028\01806_00001.png,28
1685,.\train\00028\01806_00002.png,28
1686,.\train\00028\01896_00000.png,28
1687,.\train\00028\01896_00001.png,28
1688,.\train\00028\01896_00002.png,28
1689,.\train\00028\01897_00000.png,28
1690,.\train\00028\01897_00001.png,28
1691,.\train\00028\01897_00002.png,28
1692,.\train\00028\01901_00000.png,28
1693,.\train\00028\01901_00001.png,28
1694,.\train\00028\01901_00002.png,28
1695,.\train\00028\01904_00000.png,28
1696,.\train\00028\01904_00001.png,28
1697,.\train\00028\01904_00002.png,28
1698,.\train\00029\00021_00000.png,29
1699,.\train\00029\00021_00001.png,29
1700,.\train\00029\00021_00002.png,29
1701,.\train\00029\00376_00000.png,29
1702,.\train\00029\00376_00001.png,29
1703,.\train\00029\00376_00002.png,29
1704,.\train\00029\00413_00000.png,29
1705,.\train\00029\00413_00001.png,29
1706,.\train\00029\00413_00002.png,29
1707,.\train\00029\00650_00000.png,29
1708,.\train\00029\00650_00001.png,29
1709,.\train\00029\00650_00002.png,29
1710,.\train\00029\00909_00000.png,29
1711,.\train\00029\00909_00001.png,29
1712,.\train\00029\00909_00002.png,29
1713,.\train\00029\01365_00000.png,29
1714,.\train\00029\01365_00001.png,29
1715,.\train\00029\01365_00002.png,29
1716,.\train\00029\01496_00000.png,29
1717,.\train\00029\01496_00001.png,29
1718,.\train\00029\01496_00002.png,29
1719,.\train\00029\01541_00000.png,29
1720,.\train\00029\01541_00001.png,29
1721,.\train\00029\01541_00002.png,29
1722,.\train\00029\01657_00000.png,29
1723,.\train\00029\01657_00001.png,29
1724,.\train\00029\01657_00002.png,29
1725,.\train\00029\01693_00000.png,29
1726,.\train\00029\01693_00001.png,29
1727,.\train\00029\01693_00002.png,29
1728,.\train\00029\01699_00000.png,29
1729,.\train\00029\01699_00001.png,29
1730,.\train\00029\01699_00002.png,29
1731,.\train\00030\00034_00000.png,30
1732,.\train\00030\00034_00001.png,30
1733,.\train\00030\00034_00002.png,30
1734,.\train\00030\00328_00000.png,30
1735,.\train\00030\00328_00001.png,30
1736,.\train\00030\00328_00002.png,30
1737,.\train\00030\00364_00000.png,30
1738,.\train\00030\00405_00000.png,30
1739,.\train\00030\00405_00001.png,30
1740,.\train\00030\00405_00002.png,30
1741,.\train\00030\00625_00000.png,30
1742,.\train\00030\00625_00001.png,30
1743,.\train\00030\00625_00002.png,30
1744,.\train\00030\00686_00000.png,30
1745,.\train\00030\00686_00001.png,30
1746,.\train\00030\00686_00002.png,30
1747,.\train\00030\00710_00000.png,30
1748,.\train\00030\00710_00001.png,30
1749,.\train\00030\00710_00002.png,30
1750,.\train\00030\00714_00000.png,30
1751,.\train\00030\00714_00001.png,30
1752,.\train\00030\00714_00002.png,30
1753,.\train\00030\00811_00000.png,30
1754,.\train\00030\00811_00001.png,30
1755,.\train\00030\00811_00002.png,30
1756,.\train\00030\00903_00000.png,30
1757,.\train\00030\00903_00001.png,30
1758,.\train\00030\00903_00002.png,30
1759,.\train\00030\01293_00000.png,30
1760,.\train\00030\01293_00001.png,30
1761,.\train\00030\01293_00002.png,30
1762,.\train\00030\01484_00000.png,30
1763,.\train\00030\01484_00001.png,30
1764,.\train\00030\01484_00002.png,30
1765,.\train\00030\01695_00000.png,30
1766,.\train\00030\01695_00001.png,30
1767,.\train\00030\01695_00002.png,30
1768,.\train\00031\00050_00000.png,31
1769,.\train\00031\00050_00001.png,31
1770,.\train\00031\00050_00002.png,31
1771,.\train\00031\00060_00000.png,31
1772,.\train\00031\00060_00001.png,31
1773,.\train\00031\00060_00002.png,31
1774,.\train\00031\00063_00000.png,31
1775,.\train\00031\00063_00001.png,31
1776,.\train\00031\00063_00002.png,31
1777,.\train\00031\00065_00000.png,31
1778,.\train\00031\00065_00001.png,31
1779,.\train\00031\00065_00002.png,31
1780,.\train\00031\00068_00000.png,31
1781,.\train\00031\00068_00001.png,31
1782,.\train\00031\00068_00002.png,31
1783,.\train\00031\00092_00000.png,31
1784,.\train\00031\00092_00001.png,31
1785,.\train\00031\00092_00002.png,31
1786,.\train\00031\00103_00000.png,31
1787,.\train\00031\00103_00001.png,31
1788,.\train\00031\00103_00002.png,31
1789,.\train\00031\00111_00000.png,31
1790,.\train\00031\00111_00001.png,31
1791,.\train\00031\00111_00002.png,31
1792,.\train\00031\00118_00000.png,31
1793,.\train\00031\00118_00001.png,31
1794,.\train\00031\00118_00002.png,31
1795,.\train\00031\00272_00000.png,31
1796,.\train\00031\00272_00001.png,31
1797,.\train\00031\00272_00002.png,31
1798,.\train\00031\00275_00000.png,31
1799,.\train\00031\00275_00001.png,31
1800,.\train\00031\00275_00002.png,31
1801,.\train\00031\01716_00000.png,31
1802,.\train\00031\01716_00001.png,31
1803,.\train\00031\01716_00002.png,31
1804,.\train\00031\01894_00000.png,31
1805,.\train\00031\01894_00001.png,31
1806,.\train\00031\01894_00002.png,31
1807,.\train\00031\01909_00000.png,31
1808,.\train\00031\01909_00001.png,31
1809,.\train\00031\01909_00002.png,31
1810,.\train\00031\01910_00000.png,31
1811,.\train\00031\01910_00001.png,31
1812,.\train\00031\01910_00002.png,31
1813,.\train\00031\01911_00000.png,31
1814,.\train\00031\01911_00001.png,31
1815,.\train\00031\01911_00002.png,31
1816,.\train\00031\01916_00000.png,31
1817,.\train\00031\01916_00001.png,31
1818,.\train\00031\01916_00002.png,31
1819,.\train\00031\01955_00000.png,31
1820,.\train\00031\01955_00001.png,31
1821,.\train\00031\01955_00002.png,31
1822,.\train\00031\01956_00000.png,31
1823,.\train\00031\01956_00001.png,31
1824,.\train\00031\01956_00002.png,31
1825,.\train\00031\01957_00000.png,31
1826,.\train\00031\01957_00001.png,31
1827,.\train\00031\01957_00002.png,31
1828,.\train\00031\01959_00000.png,31
1829,.\train\00031\01959_00001.png,31
1830,.\train\00031\01959_00002.png,31
1831,.\train\00032\00001_00000.png,32
1832,.\train\00032\00001_00001.png,32
1833,.\train\00032\00001_00002.png,32
1834,.\train\00032\00018_00000.png,32
1835,.\train\00032\00018_00001.png,32
1836,.\train\00032\00018_00002.png,32
1837,.\train\00032\00028_00000.png,32
1838,.\train\00032\00028_00001.png,32
1839,.\train\00032\00028_00002.png,32
1840,.\train\00032\00173_00000.png,32
1841,.\train\00032\00173_00001.png,32
1842,.\train\00032\00173_00002.png,32
1843,.\train\00032\00192_00000.png,32
1844,.\train\00032\00192_00001.png,32
1845,.\train\00032\00192_00002.png,32
1846,.\train\00032\00224_00000.png,32
1847,.\train\00032\00224_00001.png,32
1848,.\train\00032\00224_00002.png,32
1849,.\train\00032\00361_00000.png,32
1850,.\train\00032\00361_00001.png,32
1851,.\train\00032\00361_00002.png,32
1852,.\train\00032\00369_00000.png,32
1853,.\train\00032\00369_00001.png,32
1854,.\train\00032\00369_00002.png,32
1855,.\train\00032\00372_00000.png,32
1856,.\train\00032\00372_00001.png,32
1857,.\train\00032\00372_00002.png,32
1858,.\train\00032\00377_00000.png,32
1859,.\train\00032\00377_00001.png,32
1860,.\train\00032\00377_00002.png,32
1861,.\train\00032\00402_00000.png,32
1862,.\train\00032\00402_00001.png,32
1863,.\train\00032\00402_00002.png,32
1864,.\train\00032\00407_00000.png,32
1865,.\train\00032\00407_00001.png,32
1866,.\train\00032\00407_00002.png,32
1867,.\train\00032\00421_00000.png,32
1868,.\train\00032\00421_00001.png,32
1869,.\train\00032\00421_00002.png,32
1870,.\train\00032\00441_00000.png,32
1871,.\train\00032\00441_00001.png,32
1872,.\train\00032\00441_00002.png,32
1873,.\train\00032\00548_00000.png,32
1874,.\train\00032\00549_00000.png,32
1875,.\train\00032\00549_00001.png,32
1876,.\train\00032\00549_00002.png,32
1877,.\train\00032\00553_00000.png,32
1878,.\train\00032\00553_00001.png,32
1879,.\train\00032\00553_00002.png,32
1880,.\train\00032\00559_00000.png,32
1881,.\train\00032\00559_00001.png,32
1882,.\train\00032\00559_00002.png,32
1883,.\train\00032\00562_00000.png,32
1884,.\train\00032\00562_00001.png,32
1885,.\train\00032\00562_00002.png,32
1886,.\train\00032\00569_00000.png,32
1887,.\train\00032\00569_00001.png,32
1888,.\train\00032\00569_00002.png,32
1889,.\train\00032\00578_00000.png,32
1890,.\train\00032\00578_00001.png,32
1891,.\train\00032\00578_00002.png,32
1892,.\train\00032\00619_00000.png,32
1893,.\train\00032\00619_00001.png,32
1894,.\train\00032\00619_00002.png,32
1895,.\train\00032\00653_00000.png,32
1896,.\train\00032\00653_00001.png,32
1897,.\train\00032\00653_00002.png,32
1898,.\train\00032\00758_00000.png,32
1899,.\train\00032\00758_00001.png,32
1900,.\train\00032\00758_00002.png,32
1901,.\train\00032\00762_00000.png,32
1902,.\train\00032\00762_00001.png,32
1903,.\train\00032\00762_00002.png,32
1904,.\train\00032\00927_00000.png,32
1905,.\train\00032\00927_00001.png,32
1906,.\train\00032\00927_00002.png,32
1907,.\train\00032\00928_00000.png,32
1908,.\train\00032\00928_00001.png,32
1909,.\train\00032\00928_00002.png,32
1910,.\train\00032\00930_00000.png,32
1911,.\train\00032\00930_00001.png,32
1912,.\train\00032\00930_00002.png,32
1913,.\train\00032\00931_00000.png,32
1914,.\train\00032\00931_00001.png,32
1915,.\train\00032\00931_00002.png,32
1916,.\train\00032\00935_00000.png,32
1917,.\train\00032\00935_00001.png,32
1918,.\train\00032\00935_00002.png,32
1919,.\train\00032\00937_00000.png,32
1920,.\train\00032\00937_00001.png,32
1921,.\train\00032\00937_00002.png,32
1922,.\train\00032\00937_00003.png,32
1923,.\train\00032\00938_00000.png,32
1924,.\train\00032\00938_00001.png,32
1925,.\train\00032\00943_00000.png,32
1926,.\train\00032\00943_00001.png,32
1927,.\train\00032\00945_00000.png,32
1928,.\train\00032\00945_00001.png,32
1929,.\train\00032\00945_00002.png,32
1930,.\train\00032\00951_00000.png,32
1931,.\train\00032\00951_00001.png,32
1932,.\train\00032\00952_00000.png,32
1933,.\train\00032\00952_00001.png,32
1934,.\train\00032\00952_00002.png,32
1935,.\train\00032\00957_00000.png,32
1936,.\train\00032\00957_00001.png,32
1937,.\train\00032\00957_00002.png,32
1938,.\train\00032\00959_00000.png,32
1939,.\train\00032\00959_00001.png,32
1940,.\train\00032\00959_00002.png,32
1941,.\train\00032\01002_00000.png,32
1942,.\train\00032\01002_00001.png,32
1943,.\train\00032\01002_00002.png,32
1944,.\train\00032\01003_00000.png,32
1945,.\train\00032\01003_00001.png,32
1946,.\train\00032\01003_00002.png,32
1947,.\train\00032\01012_00000.png,32
1948,.\train\00032\01012_00001.png,32
1949,.\train\00032\01012_00002.png,32
1950,.\train\00032\01013_00000.png,32
1951,.\train\00032\01013_00001.png,32
1952,.\train\00032\01013_00002.png,32
1953,.\train\00032\01102_00000.png,32
1954,.\train\00032\01102_00001.png,32
1955,.\train\00032\01102_00002.png,32
1956,.\train\00032\01108_00000.png,32
1957,.\train\00032\01108_00001.png,32
1958,.\train\00032\01108_00002.png,32
1959,.\train\00032\01109_00000.png,32
1960,.\train\00032\01109_00001.png,32
1961,.\train\00032\01109_00002.png,32
1962,.\train\00032\01111_00000.png,32
1963,.\train\00032\01111_00001.png,32
1964,.\train\00032\01112_00000.png,32
1965,.\train\00032\01112_00001.png,32
1966,.\train\00032\01112_00002.png,32
1967,.\train\00032\01165_00000.png,32
1968,.\train\00032\01165_00001.png,32
1969,.\train\00032\01165_00002.png,32
1970,.\train\00032\01231_00000.png,32
1971,.\train\00032\01231_00001.png,32
1972,.\train\00032\01231_00002.png,32
1973,.\train\00032\01231_00003.png,32
1974,.\train\00032\01232_00000.png,32
1975,.\train\00032\01232_00001.png,32
1976,.\train\00032\01232_00002.png,32
1977,.\train\00032\01237_00000.png,32
1978,.\train\00032\01237_00001.png,32
1979,.\train\00032\01237_00002.png,32
1980,.\train\00032\01238_00000.png,32
1981,.\train\00032\01238_00001.png,32
1982,.\train\00032\01238_00002.png,32
1983,.\train\00032\01243_00000.png,32
1984,.\train\00032\01243_00001.png,32
1985,.\train\00032\01243_00002.png,32
1986,.\train\00032\01244_00000.png,32
1987,.\train\00032\01244_00001.png,32
1988,.\train\00032\01244_00002.png,32
1989,.\train\00032\01248_00000.png,32
1990,.\train\00032\01248_00001.png,32
1991,.\train\00032\01248_00002.png,32
1992,.\train\00032\01249_00000.png,32
1993,.\train\00032\01249_00001.png,32
1994,.\train\00032\01249_00002.png,32
1995,.\train\00032\01253_00000.png,32
1996,.\train\00032\01253_00001.png,32
1997,.\train\00032\01253_00002.png,32
1998,.\train\00032\01253_00003.png,32
1999,.\train\00032\01254_00000.png,32
2000,.\train\00032\01254_00001.png,32
2001,.\train\00032\01254_00002.png,32
2002,.\train\00032\01262_00000.png,32
2003,.\train\00032\01262_00001.png,32
2004,.\train\00032\01262_00002.png,32
2005,.\train\00032\01263_00000.png,32
2006,.\train\00032\01263_00001.png,32
2007,.\train\00032\01263_00002.png,32
2008,.\train\00032\01269_00000.png,32
2009,.\train\00032\01269_00001.png,32
2010,.\train\00032\01270_00000.png,32
2011,.\train\00032\01270_00001.png,32
2012,.\train\00032\01275_00000.png,32
2013,.\train\00032\01275_00001.png,32
2014,.\train\00032\01275_00002.png,32
2015,.\train\00032\01276_00000.png,32
2016,.\train\00032\01276_00001.png,32
2017,.\train\00032\01276_00002.png,32
2018,.\train\00032\01280_00000.png,32
2019,.\train\00032\01280_00001.png,32
2020,.\train\00032\01280_00002.png,32
2021,.\train\00032\01502_00000.png,32
2022,.\train\00032\01502_00001.png,32
2023,.\train\00032\01502_00002.png,32
2024,.\train\00032\01504_00000.png,32
2025,.\train\00032\01511_00000.png,32
2026,.\train\00032\01511_00001.png,32
2027,.\train\00032\01511_00002.png,32
2028,.\train\00032\01514_00000.png,32
2029,.\train\00032\01514_00001.png,32
2030,.\train\00032\01514_00002.png,32
2031,.\train\00032\01519_00000.png,32
2032,.\train\00032\01519_00001.png,32
2033,.\train\00032\01519_00002.png,32
2034,.\train\00032\01524_00000.png,32
2035,.\train\00032\01524_00001.png,32
2036,.\train\00032\01524_00002.png,32
2037,.\train\00032\01525_00000.png,32
2038,.\train\00032\01525_00001.png,32
2039,.\train\00032\01525_00002.png,32
2040,.\train\00032\01526_00000.png,32
2041,.\train\00032\01526_00001.png,32
2042,.\train\00032\01526_00002.png,32
2043,.\train\00032\01528_00000.png,32
2044,.\train\00032\01528_00001.png,32
2045,.\train\00032\01528_00002.png,32
2046,.\train\00032\01529_00000.png,32
2047,.\train\00032\01529_00001.png,32
2048,.\train\00032\01529_00002.png,32
2049,.\train\00032\01536_00000.png,32
2050,.\train\00032\01536_00001.png,32
2051,.\train\00032\01536_00002.png,32
2052,.\train\00032\01569_00000.png,32
2053,.\train\00032\01569_00001.png,32
2054,.\train\00032\01569_00002.png,32
2055,.\train\00032\01588_00000.png,32
2056,.\train\00032\01588_00001.png,32
2057,.\train\00032\01588_00002.png,32
2058,.\train\00032\01656_00000.png,32
2059,.\train\00032\01656_00001.png,32
2060,.\train\00032\01713_00000.png,32
2061,.\train\00032\01713_00001.png,32
2062,.\train\00032\01713_00002.png,32
2063,.\train\00032\01715_00000.png,32
2064,.\train\00032\01715_00001.png,32
2065,.\train\00032\01715_00002.png,32
2066,.\train\00032\01744_00000.png,32
2067,.\train\00032\01744_00001.png,32
2068,.\train\00032\01744_00002.png,32
2069,.\train\00032\01763_00000.png,32
2070,.\train\00032\01763_00001.png,32
2071,.\train\00032\01763_00002.png,32
2072,.\train\00032\01764_00000.png,32
2073,.\train\00032\01764_00001.png,32
2074,.\train\00032\01764_00002.png,32
2075,.\train\00032\01766_00000.png,32
2076,.\train\00032\01766_00001.png,32
2077,.\train\00032\01766_00002.png,32
2078,.\train\00032\01773_00000.png,32
2079,.\train\00032\01773_00001.png,32
2080,.\train\00032\01773_00002.png,32
2081,.\train\00032\01774_00000.png,32
2082,.\train\00032\01774_00001.png,32
2083,.\train\00032\01774_00002.png,32
2084,.\train\00032\01775_00000.png,32
2085,.\train\00032\01775_00001.png,32
2086,.\train\00032\01775_00002.png,32
2087,.\train\00032\01807_00000.png,32
2088,.\train\00032\01807_00001.png,32
2089,.\train\00032\01807_00002.png,32
2090,.\train\00032\01815_00000.png,32
2091,.\train\00032\01815_00001.png,32
2092,.\train\00032\01815_00002.png,32
2093,.\train\00032\01816_00000.png,32
2094,.\train\00032\01816_00001.png,32
2095,.\train\00032\01816_00002.png,32
2096,.\train\00032\01817_00000.png,32
2097,.\train\00032\01817_00001.png,32
2098,.\train\00032\01817_00002.png,32
2099,.\train\00032\01818_00000.png,32
2100,.\train\00032\01818_00001.png,32
2101,.\train\00032\01818_00002.png,32
2102,.\train\00032\01820_00000.png,32
2103,.\train\00032\01820_00001.png,32
2104,.\train\00032\01820_00002.png,32
2105,.\train\00032\01823_00000.png,32
2106,.\train\00032\01823_00001.png,32
2107,.\train\00032\01823_00002.png,32
2108,.\train\00032\01824_00000.png,32
2109,.\train\00032\01824_00001.png,32
2110,.\train\00032\01824_00002.png,32
2111,.\train\00032\01828_00000.png,32
2112,.\train\00032\01828_00001.png,32
2113,.\train\00032\01828_00002.png,32
2114,.\train\00032\01842_00000.png,32
2115,.\train\00032\01842_00001.png,32
2116,.\train\00032\01842_00002.png,32
2117,.\train\00032\01846_00000.png,32
2118,.\train\00032\01846_00001.png,32
2119,.\train\00032\01846_00002.png,32
2120,.\train\00032\01847_00000.png,32
2121,.\train\00032\01847_00001.png,32
2122,.\train\00032\01847_00002.png,32
2123,.\train\00032\01848_00000.png,32
2124,.\train\00032\01848_00001.png,32
2125,.\train\00032\01848_00002.png,32
2126,.\train\00032\01849_00000.png,32
2127,.\train\00032\01849_00001.png,32
2128,.\train\00032\01849_00002.png,32
2129,.\train\00032\01852_00000.png,32
2130,.\train\00032\01852_00001.png,32
2131,.\train\00032\01852_00002.png,32
2132,.\train\00032\01915_00000.png,32
2133,.\train\00032\01915_00001.png,32
2134,.\train\00032\01915_00002.png,32
2135,.\train\00032\01916_00000.png,32
2136,.\train\00032\01916_00001.png,32
2137,.\train\00032\01916_00002.png,32
2138,.\train\00032\01955_00000.png,32
2139,.\train\00032\01955_00001.png,32
2140,.\train\00032\01955_00002.png,32
2141,.\train\00032\01956_00000.png,32
2142,.\train\00032\01956_00001.png,32
2143,.\train\00032\01956_00002.png,32
2144,.\train\00032\01958_00000.png,32
2145,.\train\00032\01958_00001.png,32
